Sample Date,Sample Time,Depth,total_phosphorus,pH,temperature,dissolved_reactive_phosphorus,total_dissolved_phosphorus,electrical_conductance,nitrate_nitrogen,dissolved_oxygen,nitrite_nitrogen,oxygen_saturation,hardness,biochemical_oxygen_demand,total_suspended_solids,bicarbonate,dissolved_organic_carbon,chloride,total_organic_carbon,chemical_oxygen_demand,cadmium,lead,chromium,total_dissolved_solids,arsenic,calcium,turbidity,magnesium,mercury,sodium,alkalinity,potassium,zinc,iron,copper,manganese,cobalt,silica,barium,selenium,boron,uranium,fluoride,strontium,lithium,sulfate,total_solids,ammonium_nitrogen,oxidized_nitrogen,nickel,ammonia_nitrogen,Water_Quality_Class
2014-01-22,12:00,0.3,,8.4,4.4,,,200.0,0.6546286,12.8,,95.0,,1.0,,,,,2.82,12.9,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,0.06056622,,,,Moderate
2010-01-01,00:00,0.3,,7.8,7.5,0.485698,,130.0,0.518444,8.12,0.0,,78.2167,1.3,,73.2,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,0.518444,,,Moderate
2017-06-14,12:00,0.3,0.37,8.47,19.2,,,984.0,0.86004654,10.26,0.04878048,111.6,,1.6,,,8.3,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1164735,,,,Poor
2011-08-23,12:00,0.3,,8.05,21.4,,,,,,,,,,6.0,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2012-09-13,12:00,0.5,0.12,7.9,12.4,,,,0.2031606,10.4,0.00914634,98.0,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2021-07-06,12:00,0.0,0.0022,7.9,13.3,,0.002,307.0,0.8993919762,9.5,0.002002743582,99.7,173.44722096,1.0,1.5,,1.1,,1.108,,,,,,,46.06,,14.19,,0.6,,0.28,,,,,,,,,,,,,,,,0.01200142944,,,,Good
2023-06-20,12:00,3.5,0.009,8.0,17.8,,,120.0,0.269913368571,10.7,0.02003484,113.0,61.0,,5.0,21.828940452,,1.0,,,,,,,,20.0,,2.6,,1.0,,1.0,,,,,,3.8,,,,,0.3,,,,,0.1397682,,,,Moderate
2015-02-24,12:00,0.0,0.041,7.6,3.8,,,573.0,4.0972301138,9.92,0.015020576865,,,3.2,4.6,,,,19.4,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1700202504,,,,Moderate
2018-10-10,,22.0,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-19,12:00,0.0,0.142,8.3,,,,541.0,5.2370288,,0.0609756,99.0,,2.4,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1397682,5.302,,,Poor
2011-12-15,12:00,0.3,,5.95,8.49,,,,,,,,,,55.0,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2018-01-11,12:00,0.5,0.115,8.1,26.4,,,347.0,0.326,3.1,0.005,38.3,118.0,4.0,35.0,,18.641,,20.502,51.14,0.0002,0.00154,0.01776,222.08,0.00139,,25.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.00347,0.003,Moderate
2023-10-16,12:00,0.3,,7.1,,,,498.0,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2014-02-13,,4.0,,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-24,,0.5,0.15,,,,,,0.13995508,9.46,0.0055182918,84.0,,,5.0,130.0,8.7,98.9,,,2e-05,3.81e-05,0.000121,5.0,0.00108,55.0,,12.0,3.09e-07,66.0,,12.0,0.00261,0.195,0.00102,0.0586,0.000218,,0.0294,9.23e-05,0.0982,0.000309,0.000105,0.297,0.00773,,,0.13045032,,0.00157,,Good
2023-10-06,,0.0,0.023,,,,,,1.1512434,,0.01219512,,,,,145.0,,26.0,,,,,,,,44.4,,6.1,,18.4,,,,,,,,,,,,,,,0.0229,,,0.0155298,5.14,,,Moderate
2020-09-24,,14.0,,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21,12:00,0.0,0.04,7.8,19.7,,,688.0,2.498311045,7.2,,,,1.8,3.2,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07200857664,,,,Moderate
2007-02-23,,0.3,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18,00:00,0.3,,6.6,,,,,,8.5,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2007-01-10,00:00,0.3,,8.45,25.5,1.34,,1237.0,3.4,,0.24,,271.0,12.2,,202.43,,,,,,,,,,,,,,,5.62,,,,,,,,,,,,,,,,,,3.64,,,Poor
2013-10-03,12:00,0.0,0.177,7.1,,,,244.0,1.9413124,,0.0457317,64.7,,3.1,,,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077649,1.988,,,Moderate
2016-08-15,12:00,0.3,0.902345,8.1,29.7,,,811.0,1.062789,8.61,0.070536,101.9,343.06,8.43,510.0,,4.7783,,4.908,43.88,0.0002,0.0504,0.0353,519.04,0.00139,,550.0,,6.4e-05,,,,,,,,,,,,,,,,,,,,,0.0268,0.736917,Poor
2021-02-08,12:00,0.0,0.06,7.9,,,,389.0,0.3160276,8.3,0.005792682,68.0,174.016,2.0,268.0,,3.5,11.9,,,4e-05,0.0004,0.002,,0.003,49.9,,12.0,5e-05,8.7,217.0,1.8,0.01,0.073,0.005,0.0079,,9.7,,,,,,,,,,,,0.004,0.05,Moderate
2020-04-27,12:00,1.0,0.0126,8.45,13.4,,0.0056,323.0,0.090938522038,11.6,0.002002743582,117.6,148.49303976,,,173.28885,,,2.6,,,,,,,39.08,,12.36,,9.03,,1.37,,,,,,,,,,,,,,,,0.006800810016,,,,Good
2005-03-06,00:00,0.3,,7.641,23.629,,,,,,,,,,,,,,,,,,,,,,22.357,,,,68.0,,,,,,,,,,,,,,,,,,,,,Moderate
2015-02-16,,6.0,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,00:00,0.3,,8.21,,,,700.0,,6.8,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,Poor
2022-04-27,12:00,0.0,0.03,8.2,12.2,,,292.0,1.1512434,7.6,0.01219512,70.6,165.6,1.4,7.0,,,6.9,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,0.0310596,,,0.00082245,Moderate
1999-12-23,00:00,0.3,,8.5,20.0,0.0,,495.0,0.113,7.1,0.0,78.0906,189.962,0.4,,266.0,,,,,,,,,,,,,,,244.184,,,,,,,,,,,,,,,,,0.0,0.113,,,Good
2000-06-15,12:00,0.0,0.005,7.44,,,,39.0,0.374041238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2014-03-24,,0.3,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-13,12:00,0.0,4e-05,7.81,,,,861.0,,8.22,,83.1,324.0,3.0,2.8,470.1,,,,5.0,,,,,,102.0,,17.0,,10.0,,1.0,,,,,,,,,,,,,,,,,,,,Good
2012-01-25,12:00,0.3,,7.7,2.4,,,,,,,,208.0,,8.4,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
1966-03-05,,0.3,,,,0.016,,,0.1805,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2003-05-14,,0.3,1.98,,,0.3595,,,3.293,7.9,0.107,85.0,,,,232.0,9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,Poor
2019-06-11,12:00,0.0,0.34,8.2,25.3,,,903.0,1.398971226206,7.2,0.14939022,88.0,324.0,6.0,,,4.3,96.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,0.580366237113,,,,Poor
2020-08-10,12:00,0.3,0.2313,7.1,26.0,,,83.0,0.7075,6.98,0.021,85.6,41.45,5.49,92.0,,,,2.245,25.92,0.003,0.005,0.005,53.12,0.01,,16.0,,0.0005,,,,,,,,,,,,,,,,,,,,,0.001,0.0266,Poor
1994-12-01,00:00,0.3,0.01,8.32,23.0,,,576.0,0.45,,0.001,,223.555,,,167.63,,,,,,,,,,,,,,,166.068,,,,,,,,,,,,,,,,,0.0,0.451,,,Moderate
2017-07-18,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,8.3,,1.2,0.0001,1.0,,1.0,,,,,,,,,,,,,,,,,,,,Poor
1987-07-28,,0.3,0.02,,,0.01,0.02,,0.17,12.2,0.01,163.0,,,,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,Good
2010-06-10,12:00,0.3,,7.84,23.0,,,,,,,,400.0,,11.0,,,,,,5e-06,0.0005,0.0005,,0.0005,,,,5e-05,,,,0.173,0.0025,0.0015,0.0005,,,,,,,,,,,,,,0.0005,,Good
2016-01-25,12:00,0.0,0.007,8.1,5.5,,,331.0,0.81944602276,10.7,0.003004115373,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00800095296,,,,Moderate
2010-02-01,,0.3,,,,,,,,,,,,,,,,149.0,,,,,,,,911.0,,55.0,0.005,97.0,,221.0,,,,,,,,,,,,,,,,,,,,Poor
2017-07-07,12:00,0.3,1.8246,7.8,20.9,,,387.0,1.1027,4.87,0.005,63.2,209.07,17.6,292.0,,4.636,,5.461,160.8,0.0002,0.00154,0.00088,247.68,0.00139,,130.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.6029,Poor
2021-02-02,08:55,0.3,,7.2,23.6,,,,,4.95,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,Good
1979-01-24,,0.3,0.14,,,,0.09,191.0,,10.4,,82.0,,,,,,,2.45,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,0.36,,,Moderate
2022-03-14,09:12,0.3,,6.4,23.0,,,78.0,,5.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2014-11-04,12:00,0.3,,7.86,,,,423.0,0.7674956,9.77,,,,,,,,,,,,5e-05,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,Moderate
2023-10-25,12:00,0.3,,7.300000000000001,,,,907.5,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2022-09-20,,0.5,0.039,,,,,,1.22347828,7.9,0.0271036542,79.0,,,,190.0,6.2,62.5,,,5e-05,0.0002,0.0005,4.0,,100.0,,12.0,2e-05,30.0,,13.0,0.0071,,0.0013,,0.0001,,,,,,,,,,,0.077649,,0.0032,0.001,Moderate
2013-04-15,12:00,0.3,,8.4,9.2,,0.059,976.0,21.1512758,14.1,,122.0,540.0,3.0,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2010-06-16,12:00,0.3,,8.19,25.4,,,,,,,,182.0,,,,,7.3,,,,,,,,59.2,,8.37,,7.25,,1.59,,,,,,,,,,,,,,,,,,,,Poor
1994-07-01,00:00,0.3,0.103,7.77,25.0,,,181.0,0.01,4.7,,56.8801,115.889,1.2,,150.1,,,,,,,,,,,,,,,123.033,,,,,,,,,,,,,,,,,0.42,,,,Moderate
2013-09-04,12:00,0.5,0.19,7.9,21.2,,,,,8.9,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2018874,,,,Poor
2022-05-24,12:00,0.3,0.167,7.95,19.3,,,516.0,2.63883046,7.14,0.03353658,78.3,,,4.1,,,31.2,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0931788,,,,Moderate
2018-08-18,,32.0,,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-01,,0.3,,,,,0.116,,,,,,281.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
1974-03-12,,0.3,0.38,,,,,,,7.6,,,,,,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,Poor
2020-03-21,00:00,0.3,,3.3,,,,468.0,,8.8,,,,3.2,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,0.19,,,,Poor
1994-04-02,00:00,0.3,0.01,7.64,29.5,,,88.0,,6.03,,78.4707,42.0,,,17.1,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,Good
2015-03-17,,20.0,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-02,00:00,0.3,,7.8,,,,266.0,,8.0,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2023-03-08,12:00,0.3,,8.0,3.8,,,425.0,,12.2,,96.0,191.0,1.4,,231.8,2.4,17.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.029021469048,2.7,,,Moderate
2017-07-06,,0.5,0.079,,,,,,0.220993586,10.9,0.0046951212,122.0,,,9.8,160.0,3.2,92.0,,,2.32e-05,3e-05,0.00017,9.8,0.00104,62.0,,10.0,3.77e-07,44.0,,5.3,,2.65e-07,0.00193,,0.000248,,0.0744,0.000187,,0.000641,,0.49,,,,0.032301984,,0.0013,,Good
2016-04-01,,0.3,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-27,,4.0,,,18.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,,5.0,,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,12:00,0.0,0.81,7.74,24.4,,,619.0,0.599559096946,6.35,,76.6,203.0,4.8,,,3.8,53.0,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.720454639175,,,,Poor
2018-12-06,12:00,0.5,0.05666,8.3,26.1,,,3740.0,0.06112,3.74,0.005264,55.2,1875.3,4.7,10.0,,7.611,,9.069,32.33,0.0002,0.00154,0.0036,2393.6,0.00139,,3.4,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.24466,Moderate
2017-09-12,07:00,0.3,0.0047,8.09,12.2,,0.0022,,0.003,9.67,0.001,,110.0,,1.3,,1.67,6.74,,,2e-06,2.4e-05,8.999999999999999e-05,,0.0005899999999999,,0.52,,,,,,0.0007,0.0150999999999999,0.00196,0.002,3.3e-05,,0.0373,0.0002399999999999,0.0111,0.000322,0.061,0.243,0.00139,41.1,,,0.0032,0.00017,,Good
2010-02-09,12:00,0.3,,6.4,5.2,,,,,,,,,,5.0,,,10.0,,,0.00025,0.001,0.0021,,0.0015,19.3,,5.6,1e-05,7.5,,2.0,0.025,0.025,0.0025,0.0025,,,,,,,,,,,,,,0.001,,Moderate
2014-09-04,12:00,0.3,1.263,8.3,27.5,,,570.0,2.103,7.0,0.629,99.4,109.7,9.9,80.0,,6.081,,6.24,43.81,0.0002,0.00154,0.0054,364.8,0.00139,,38.0,,0.0001799999999999,,,,,,,,,,,,,,,,,,,,,0.0068,1.208,Poor
2023-04-03,12:00,0.3,0.09,7.6,,,,408.0,1.85779082,11.8,0.0174390216,,,1.5,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2016-08-08,12:00,50.0,0.01,7.6,4.9,,,159.0,0.40972301138,8.1,0.002002743582,68.0,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100011912,,,,Good
2020-01-14,,0.5,0.093,,,,,,0.7449222,,0.00914634,94.2,,,,,5.6,77.0,,,1.1e-05,3.28e-05,0.00018,16.0,0.00078,76.0,,11.0,8.28e-07,39.0,,,0.00421,,0.00154,,0.000102,,0.0612,0.000214,0.05,0.000622,,,,,,0.06134271,,,,Good
2019-08-07,12:00,0.0,0.031,8.0,,,,410.0,0.63882722,9.3,0.004878048,,,,,,1.3,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05202483,,,,Moderate
2014-11-12,12:00,0.0,0.12,8.15,,,,600.0,3.160276,,0.02439024,,292.0,0.5,,316.0,4.22,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0543543,3.187,,,Moderate
2012-05-07,12:00,0.3,,7.9,14.3,,,,,,,,451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2022-05-10,,0.5,0.04,,,,,,0.0225734,10.2,0.0011280486,106.0,,,,,11.0,26.0,,,5e-05,0.0001,,,,,,,2e-05,,,,,,0.00061,,,,,,,,,,,,,0.02251821,,0.0013,0.01,Good
2017-03-15,,1.0,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,12:00,0.1,0.029,9.0,,,,501.0,0.015575646,9.6,0.0013109754,,,,,,,,,,,,,,,,,,,,175.5,,,,,,,,,,,,,,,,,,,,,Moderate
2016-06-09,,38.0,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31,00:00,0.3,,7.21,,,,,,6.7,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2011-12-14,,0.3,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,12:00,0.0,,7.8,,,,338.0,2.3476336,8.5,0.00304878,,,,,,2.9,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03028311,,,,Moderate
2014-05-12,12:00,0.3,,7.8,12.1,,0.21,348.0,,8.9,,86.0,207.0,1.9,,,,,13.8,26.2,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2015-01-27,,0.0,,,,,,,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,
2018-04-03,12:00,0.0,0.03,8.2,11.4,,,,1.3318306,8.9,0.011280486,,290.0,1.1,9.8,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05978973,,,0.001398165,Moderate
2018-01-27,00:00,0.3,,7.59,,,,,,3.5,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2018-11-05,00:00,0.3,,8.1,,,,,,7.4,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2020-12-19,00:00,0.3,,7.2,,,,496.0,2.2,4.5,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,Moderate
2015-01-20,12:00,0.0,0.022,8.2,,,,26.0,0.112867,,0.00304878,106.0,,1.2,,,0.83,,,,,,,,,,,,1e-05,,,,,,,,,,,,,,,,,,,0.0077649,0.003,,,Good
2015-04-12,12:00,0.0,,6.12,,,,14.5,,,,,,,,,,,,,,,,,,0.794,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2019-11-01,00:00,0.3,,7.3,24.0,,,198.0,,,,7.0,92.333,1.4,,100.0,,,,51.6,,,,103.0,,,,,,,81.967,,,,,,,,,,,,,,,,,0.56,,,,Moderate
2023-08-08,12:00,0.0,0.05,6.9,15.8,,,70.0,1.50000243,7.7,0.00304878,78.0,36.0,2.0,10.0,,1.6,3.8,,,7.000000000000001e-05,0.00036,0.002,,,9.8,,2.9,2e-05,4.2,,1.6,0.015,0.05,0.005,0.0043999999999999,,,,,,,,,,,,,,0.001,,Moderate
2005-07-04,00:00,0.3,,8.2,25.0,0.0,,290.0,0.952816,6.64,0.0,80.3582,51.3583,0.96,,68.0,,,,,,,,,,,,,,,55.7377,,,,,,,,,,,,,,,,,,0.952816,,,Moderate
2012-09-28,14:45,0.3,0.0035,7.885,14.72,,,169.55,0.05,9.97,,,75.7,,,,5.1,5.77,,,5e-06,3.7e-05,7.000000000000001e-05,,0.00016,,1.25,,,3.83,75.9,0.36,0.0003,0.0477,0.00027,0.00492,2.4e-05,,0.00942,5e-05,0.0033,0.000103,,0.039,0.00026,1.79,,,,0.00016,,Good
2017-06-27,12:00,0.0,,8.25,23.0,,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2006-10-23,12:00,0.0,0.004,4.84,,,,14.5,0.013995508,,,,,,,,,0.45,13.1,,,,,,,0.96,,0.15,,0.59,,0.07,,,,,,,,,,,,,,,,0.00931788,,,,Good
2015-07-07,,0.0,0.05,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2013-11-13,12:00,0.0,0.08,7.83,,,,230.0,2.5507942,,0.01219512,98.6,,1.4,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0155298,2.565,,,Moderate
2013-04-17,,0.5,0.031,,29.27,,,347.0,0.004,,0.005,,150.0,2.0,56.0,,7.038,,7.038,10.0,0.0002,0.00154,0.00088,222.08,0.00139,,55.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.4541,Moderate
2019-10-26,,11.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-17,08:35,0.3,,6.9,3.5,,,78.0,,,,,38.0,,,,1.9,,,,0.000255,0.00362,0.00134,,0.00234,,35.7,,,,27.3,,0.0245,1.61,0.00505,0.0638,0.0007239999999999,,0.0493,0.00082,0.0001,0.000215,,0.0790999999999999,0.0011,,,,,0.0014399999999999,,Poor
2019-11-13,00:00,0.3,,6.6,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2007-06-12,,0.3,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10,,0.3,0.042,,,,,,7.674956,,0.00304878,,,,,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00310596,,,,Moderate
2022-07-21,,0.0,,,,,,,0.7674956,,0.01829268,,,,,171.0,,250.0,,,,,,,,111.0,,7.2,,103.0,,,,,,,,,,,,,,,0.0167,,,0.1009437,3.46,,,Poor
2009-08-01,00:00,0.3,,6.925,23.0,0.04,,60.0,,8.04,,93.7281,14.1667,0.2,,15.86,,,,8.2,,,,28.0,,,,,,,13.0,,,,,,,,,,,,,,,,,0.213,,,,Good
2013-09-24,12:00,0.3,1.1549,7.2,22.2,,,335.0,0.0118,1.0,0.0111,12.2,109.252,10.17,38.0,,12.3633,,12.4968,56.28,0.0002,0.00154,0.0045,214.4,0.00139,,62.5,,0.0003,,,,,,,,,,,,,,,,,,,,,0.0002,1.6893,Poor
2009-05-04,12:00,0.3,,6.2,5.7,,,,,,,,,,,,,,,,,,,,,2.1,,0.9,,1.2,,0.7,,,,,,,,,,,,,,,,,,,,Moderate
2020-02-13,12:00,0.2,0.048,8.05,3.7,,,346.3,1.119189172,12.51,0.010060974,98.3,213.0,1.68,,,,,,5.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,0.09007284,,,,Moderate
2016-10-26,12:00,14.0,0.01,8.0,15.9,,,,0.3837478,6.7,0.0152439,69.0,,,,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0232947,,,,Moderate
1994-05-25,,0.3,0.2,,,0.1,0.1,,1.5695,9.6,0.03,112.0,,,,109.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,Poor
2014-04-01,12:00,0.0,0.066,7.7,,,,475.0,2.2347666,,0.01219512,93.0,199.0,2.5,,215.0,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1087086,2.249,,,Moderate
2021-10-08,12:00,0.3,,7.48,13.6,,,490.0,6.9949548984,,,,,,,261.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2020-08-14,00:00,0.3,,7.939999999999999,31.0,,,155.38,,6.1,,,,0.6,,111.43,,,,,,,,,,,129.2,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2006-08-18,,0.3,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-17,10:25,0.3,0.058,6.68,24.5,0.019,,86.7,0.11,7.52,0.006,89.4,,,29.0,,,,,,,,,,,8.1,13.0,2.4,,3.6,38.0,1.5,,,,,,21.0,,,,,,,,,,0.059,,,,Moderate
2013-08-27,12:00,0.3,,8.0,14.0,,0.16,582.0,0.79909836,8.1,,,203.0,2.2,,,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
1967-10-10,,0.3,,,,0.0,,,0.181,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2020-04-15,12:00,0.0,0.05,8.1,11.8,,,403.0,1.900003078,6.8,0.01099999824,63.0,205.0,2.0,,,1.6,7.1,,5.7,4e-05,0.0004,0.002,10.0,0.003,68.3,,8.4,2e-05,5.1,,1.2,0.01,0.05,0.005,0.0052,,,,,,,,,,,,0.030050163,,0.001,,Moderate
2018-08-23,,1.0,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-07,,0.3,0.061,,,0.034,0.038,,0.849,14.9,0.03,102.0,,,,82.0,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879,,,Moderate
2014-02-04,12:00,0.0,0.0033,6.52,,,,19.5,0.230022946,,,,,,0.67,,,,0.8,,1.7e-05,2.9e-05,0.00033,,0.00017,,,,1e-06,,,,0.0013,,0.00024,,,0.56,,,,,,,,,,0.00155298,,0.00017,,Good
2013-10-01,12:00,0.3,0.026,8.0,13.6,,,267.0,0.02498198178,,,,,,,,,,,,,,0.001,,0.0013,,,,,,,,0.03,,0.0047,,0.002,,0.03,0.005,0.1,,,,,,,0.02001480624,,,,Moderate
2009-09-03,12:00,0.3,,8.5,23.0,,,,,,,,111.21,,13.0,128.1,,10.7,,,,,,,,32.7,,7.2,,11.0,,1.0,,,,,,,,,,,,,,,,,,,,Poor
2018-07-06,00:00,0.3,,7.49,,,,,,7.4,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2011-11-07,12:00,0.3,,7.9,3.6,,,,,,,,175.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,0.017,,0.06,,,,,,,,,,,Moderate
2014-09-08,,29.0,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-01,12:00,0.5,0.089,8.13,26.0,,,62500.0,0.02,8.11,0.021,99.3,,,24.0,,0.5,,4.849,,,,,50000.0,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,0.02,Moderate
2014-09-04,,3.0,,,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,12:00,0.0,,8.02999973297119,22.3999996185303,,,530.0,0.388439844047,7.28000020980835,0.006231536776,,,6.19999980926514,,,,,,,,,,347.299987792969,,,,,,,,,,,,,,,,,,,,,,,,0.013041647326,,,,Moderate
